id,user,created_at,lang,full_text
1102088519697252352,mujibshami1,Sun Mar 03 06:09:13 +0000 2019,ur,"’’صندوق"" اور ’’بندوق‘‘ کے سامنے
آج کا کالم پڑھنے کے لیے اس لنک پر جائیں
https://t.co/N9VzHSDgYm"
1101155722136567811,mujibshami1,Thu Feb 28 16:22:37 +0000 2019,ur,کچھ لوگ کہہ رہےتھےکہ بھارتی پائلٹ کونوکری کےبہانےنیپال بلاکراغواکیےگئےکرنل(ر)حبیب کے بدلے رہا کیا جائے، بعض مبصرین کاخیال تھاکہ جذبہ خیرسگالی کےتحت پائلٹ کورہاکردیناچاہیے۔ بہرحال وزیراعظم نےفیصلہ کردیاہے۔ توقع رکھنی چاہیےکہ بھارت بھی کرنل حبیب سےمتعلق کوئی خیرسگالی کا مظاہرہ کردے
1100803609741148162,mujibshami1,Wed Feb 27 17:03:27 +0000 2019,ur,سکوارڈن لیڈر حسن، جنہوں نے بھارتی طیارہ مار گرایا، ان کی تصویر بھی سوشل میڈیا پر گردش کر رہی ہے اور ویڈیو بھی کہ جب وہ واپس آئے تو کس طرح نعرۂ تکبیر کے ساتھ ان کا استقبال کیا گیا، وطن کے اس سپوت کو ہم سلام پیش کرتے ہیں
1100791887575859202,mujibshami1,Wed Feb 27 16:16:52 +0000 2019,ur,جو آج ہوا یہ اپنی نوعیت کا منفرد واقعہ ہے۔ پاک فوج بھارت کی سرزمین پر نہیں گئی، اس کی فضائی حدود کی خلاف ورزی نہیں کی، کوئی جارحیت نہیں کی۔ بھارتیوں کی مت ماری گئی اور وہ آج بھی جارحیت کرنےآگئے۔ ایسا لگتا ہےکچھ تائید غیبی ہمارے شاملِ حال رہی۔ اس پر ہمیں اللہ کا شکر ادا کرنا چاہیے
1100445865532100608,mujibshami1,Tue Feb 26 17:21:54 +0000 2019,ur,معاملہ بہت سنگین ہو چکا، وزیراعظم عمران خان، شہبازشریف اورآصف زرداری سمیت تمام قومی قیادت کو مل بیٹھنا چاہیے۔ نوازشریف کو بھی پیرول پررہا کرکے اس مشاورت میں شریک کرنا چاہیے تاکہ بھرپور پیغام دیا جا سکے کہ قومی سلامتی کےمعاملے پرہم سب متحد ہیں، باقی ساری باتیں بعد میں ہوتی رہیں گی
1100440766592286721,mujibshami1,Tue Feb 26 17:01:38 +0000 2019,ur,بھارتی جارحیت سےایک مشکل صورتحال پیداہوگئی ہے، جب قوموں کےوقاراورانا کا مسئلہ پیدا ہوجاتا ہے تو پھرجواب دینا پڑتا ہے۔ پاکستان کو بھی کچھ نہ کچھ کرنا پڑے گا، خواہ بعد میں جو بھی صورتحال پیدا ہو۔ بالکل مونچھ نیچی کرکے گزارا نہیں ہو سکتا۔ بہرحال اچھی طرح سوچ سمجھ کر اقدام کرنا چاہیے
1100070714248450048,mujibshami1,Mon Feb 25 16:31:11 +0000 2019,ur,آج نوازشریف کی درخواست مسترد ہونےپربھی کچھ سیاستدان ڈیل اورڈھیل کا تذکرہ کیےبغیر نہیں رہ سکے۔ اول توسیاستدانوں کوعدالتی معاملات پرتبصرہ کرتےاحتیاط کرنی چاہیے، اگریہ ایسانہیں کرتے تو عدالتوں کواپنی طاقت بروئےکارلانی چاہیے۔ فیصلہ کسی کےحق میں ہو یا خلاف، چارہ جوئی قانونی ہونی چاہیے
1100070166900232194,mujibshami1,Mon Feb 25 16:29:00 +0000 2019,ur,نواز شریف دل کے مریض ہیں اور اس پر جیل کا ماحول، ایک شخص جو تین بار وزیراعظم رہا ہے اس کے اعصاب کتنے ہی آہنی کیوں نہ ہوں ان پر ایک دباؤ ہو گا، باقی بیماریوں کے برعکس دل کا معاملہ بہت نازک ہوتا ہے جو چند لمحات میں خراب ہو سکتا ہے اور جیل میں ہونے کے باعث امداد میں تاخیر ہو سکتی ہے
1099560104481964032,mujibshami1,Sun Feb 24 06:42:12 +0000 2019,ur,"آج کا کالم ""رسوائی کا سامان"" پڑھنے کے لیے اس لنک پر جائیں
https://t.co/fLzcyQXWjJ"
1098638571110625281,mujibshami1,Thu Feb 21 17:40:21 +0000 2019,ur,"سپیکرسندھ اسمبلی کو اسلام آباد سے گرفتار کرنے پر نیب نے توجیح پیش کی ہے کہ کراچی میں ان کے ساتھ مسلح گارڈز ہوتے ہیں چنانچہ وہاں گرفتاری سے نقصِ امن کا خطرہ تھا۔
پھر آج کراچی میں ان کےگھرپرچھاپہ کیسےمارلیا گیا؟ یہ کام کرنے والوں کو سوچنا چاہیے، وہ وفاق پاکستان کو نقصان پہنچارہےہیں"
1098637862185123840,mujibshami1,Thu Feb 21 17:37:32 +0000 2019,ur,"آج عالمی عدالت میں بھارتی وکیل نےنوازشریف کےایک انٹرویو کاحوالہ دیا۔ نوازشریف کی وہ گفتگو پسندیدگی کےقابل نہیں تھی،انہیں اس طرح گول مول لفظوں میں بات نہیں کرنی چاہیےتھی
بہرحال بھارتی وکیل نےیہ نقطہ اٹھایاہےتوہمیں اس پربحث میں پڑکراس معاملے پرموجود قومی اتحاد داؤ پرنہیں لگاناچاہیے"
1098269180049190914,mujibshami1,Wed Feb 20 17:12:32 +0000 2019,ur,نیب کےلیے قواعدوضوابط بنانابہت ضروری ہے، ہوناتو یہ چاہیےکہ متعین الزام ہو، ایف آئی آردرج ہو اور پھر ملزم کےخلاف کارروائی کی جائے۔ آج جو کچھ ہورہا ہےاس کےذمہ دارآصف زرداری اورنوازشریف دونوں ہیں، دونوں نے ایک دوسرے کو نیچا دکھانے کے لیے باہم تعاون نہیں کیا اور اب دونوں بھگت رہے ہیں
1098265673556520964,mujibshami1,Wed Feb 20 16:58:36 +0000 2019,ur,ایک اسمبلی سپیکرکی گرفتاری کےگہرےسیاسی اثرات مرتب ہوں گے اوراسےایک افسوسناک خبرکےطور پر یادرکھاجائےگا۔ سندھ وفاق پاکستان کااہم جزو ہےجس کااپناایک طرزِسیاست ہے۔ اس صوبےکی اسمبلی کےسپیکرکو اسلام آباد سےگرفتارنہیں کیا جانا چاہیےتھا، اگرناگزیر ہی تھا تو یہ کارروائی کراچی میں کی جاتی
1097899686126600192,mujibshami1,Tue Feb 19 16:44:17 +0000 2019,ur,"وزیراعظم عمران خان نےکہاہےکہ بھارت پلوامہ حملےکی جس طرح کی تحقیقات کرانا چاہتا ہے ہم تیارہیں۔
اس سےبڑی توکوئی پیشکش نہیں ہوسکتی، اب بھارت سرکارپرلازم ہے وہ واضح کرے کہ کس طرح کی تحقیقات چاہتی ہے، جنگ کسی مسئلے کا حل نہیں، بھارت یاد رکھے کہ پاکستان کوئی تر نوالہ نہیں ہے"
1097542990053150720,mujibshami1,Mon Feb 18 17:06:54 +0000 2019,ur,سعودی ولی عہد کے انتہائی اہم دورۂ پاکستان سے پہلے مقبوضہ کشمیر اور ایران میں بیک وقت دو ایسی وارداتیں ہو جائیں جن سے بھارت کو پاکستان کے خلاف بولنے کا موقع ملے، کیا یہ محض اتفاق ہے؟ ایسا لگتا ہے کوئی اور طاقت ایسی ہے جو اس پر کام کر رہی ہے
1097542733588250625,mujibshami1,Mon Feb 18 17:05:53 +0000 2019,ur,عمران خان ایسی شخصیت ہیں جن سے عالمی رہنما ملنا چاہتے ہیں، انہیں پلوامہ جیسے واقعات پر بھارتی پراپیگنڈے کا جواب دینےکےلیےاپنی شخصیت کےاس سحر کا فائدہ اٹھانا چاہیے۔ انہیں چاہیے کہ امریکہ، برطانیہ اور یورپ کے دورے کریں اور انہیں باور کرائیں کہ بھارت بغیر ثبوت الزامات عائد کر رہا ہے
1097537444285726721,mujibshami1,Mon Feb 18 16:44:52 +0000 2019,ur,"یونیورسٹی آف مینجمنٹ سائنسز کے سربراہ ابراہیم حسن مراد سے بات ہوئی۔ وہ سعودی ولی عہد کو دیئے گئے عشائیےمیں موجود تھے۔ بتا رہے تھے کہ ان کی میز پر ایک سینئر سعودی ایڈیٹر بیٹھے تھے جنہوں نے کہا کہ ""شہزادہ محمد جتنےخوش یہاں آ کرہوئے ہیں میں نےاتنا خوش انہیں کسی دورےمیں نہیں دیکھا1/2"
1097016855628312576,mujibshami1,Sun Feb 17 06:16:14 +0000 2019,ur,"پاک، سعودی ’’پارٹنر شپ‘‘
آج کا کالم پڑھنے کے لیے اس لنک پر جائیں
https://t.co/wNjQQnQArB"
1096093315802558471,mujibshami1,Thu Feb 14 17:06:25 +0000 2019,ur,میمو گیٹ پر جب کمیشن بن گیا اور اس کی رپورٹ آ گئی تو اس پر کارروائی ریاست نے کرنی ہے عدالت نے نہیں۔ آج معزز عدالت نے بھی یہی کچھ کہا کہ حکومت اگر کچھ کرنا چاہتی ہے تو مقدمہ درج کرائے، عدالت کا یہ کام نہیں ہے، اسی سے آپ اندازہ لگائیے کہ تبدیلی آ چکی ہے
1096091474012319744,mujibshami1,Thu Feb 14 16:59:06 +0000 2019,ur,"میموگیٹ سکینڈل بالآخرانجام کوپہنچا، یہ تھا ہی ایک تماشا، بہرحال حسین حقانی صاحب نےسکون کاسانس لیا ہوگا اگرچہ وہ سمجھتےتھےکہ میں ان کی پہنچ سےدورہوں
حسین حقانی کی ذہانت اورصلاحیت پاکستان کےکام آتی تو بہتر تھا۔ اب بھی ہمارے اداروں کو غور کرنا چاہیے اور انہیں واپسی کاراستہ دیناچاہیے"
1096088946264678405,mujibshami1,Thu Feb 14 16:49:03 +0000 2019,ur,18ویں ترمیم میں صوبوں کو تو اختیارات منتقل کر دیئے گئے لیکن صوبوں سے نچلی سطح پر اختیارات کی منتقلی کوآئینی شکل نہیں دی گئی۔ نتیجہ یہ ہےکہ صوبےسانپ بن کربیٹھ گئے ہیں اورنیچےاختیارات منتقل نہیں کررہے۔ پھرتعلیم اور دیگر کئی شعبے صوبوں کو دے دئیے گئے جو تقسیم نہیں ہو سکتے تھے1/2
1095736779557224448,mujibshami1,Wed Feb 13 17:29:40 +0000 2019,ur,چیف جسٹس آصف سعیدکھوسہ کےجھوٹےمقدمات اورگواہوں کےخلاف روئیےسےلوگوں میں مسرت کی ایک لہر دوڑی ہےلیکن لاتوں کے بھوت باتوں سےنہیں ماننےوالے۔ دو چارکوکڑی سزا دےکردوسروں کے لیے باعثِ عبرت بنانا ہو گا۔ خودسپریم کورٹ میں لوگوں کےخلاف جھوٹی درخواستیں دی جاتی ہیں اور پگڑیاں اچھالی جاتی ہیں
1095733607929384960,mujibshami1,Wed Feb 13 17:17:04 +0000 2019,ur,حکومت نےسوشل میڈیاکی 'تطہیر'کااعلان کردیا ہے، پہلے تو یہ دیکھا جائے کہ ہماری سیاسی جماعتوں بالخصوص پی ٹی آئی نے الیکشن سے قبل سوشل میڈیا پر کیا اودھم مچایا تھااور پھر باقی جماعتیں بھی اس میں شریک ہو گئیں، انہوں نے سوشل میڈیا پرکیسی نفرت انگیز مہمیں چلائیں اور کتنے جھوٹ بولے 1/2
1095363865402109954,mujibshami1,Tue Feb 12 16:47:51 +0000 2019,ur,اپنا لڑکپن یاد آتا ہے، وہ بھی کیا وقت تھا کہ دوسرے ملکوں کے لوگ مدد کے لیے پاکستان کی طرف دیکھا کرتے تھے۔ سعودی معلم یہاں آیا کرتے اور کسی نہ کسی کی دستاویز حاصل کرتے جس میں تصدیق کی گئی ہوتی تھی کہ ان صاحب کی مدد کریں، یہ وہاں حاجیوں کی بہت خدمت کرتے ہیں۔ ایک دور یہ بھی گزرا ہے
1095362875265347589,mujibshami1,Tue Feb 12 16:43:54 +0000 2019,ur,"پھر بحث شروع ہے کہ سعودی ولی عہد پاکستان کے لیے کیا لے کر آ رہے ہیں، یعنی ہم آئیں گے تو آپ ہمیں کیا دیں گے اور آپ آئیں گے تو ہمارے لیے کیا لائیں گے۔
ہمیں ہر وقت ایسی باتیں ہی نہیں کرنی چاہئیں، کچھ ملکی وقار کا بھی خیال رکھنا چاہیے"
1095360565399207936,mujibshami1,Tue Feb 12 16:34:44 +0000 2019,ur,اطلاع ہےکہ سعودی ولی عہد دورۂ پاکستان کے دوران وزیراعظم ہاؤس میں قیام کریں گے۔ اس سے اندازہ لگایا جا سکتا ہے کہ وزیراعظم ہاؤس کی کتنی ضرورت ہوتی ہے۔ جو لوگ جذباتی ہو کرکہتے ہیں کہ اس میں یونیورسٹی بنا دو انہیں معلوم ہونا چاہیے کہ وزیراعظم ہاؤس کوئی فالتو چیز نہیں، ملک کی ضرورت ہے
1094477720598315008,mujibshami1,Sun Feb 10 06:06:37 +0000 2019,ur,"آج کا کالم ""اپوزیشن کی اپوزیشن"" پڑھنے کے لیے اس لنک پر جائیں
https://t.co/gL9BW9LKOh"
1091955752959385601,mujibshami1,Sun Feb 03 07:05:13 +0000 2019,ur,"آج کا کالم ""عدالت میں سیاست"" پڑھنے کے لیے اس لنک پر جائیں
https://t.co/ktmtSoZwju"
1091032970058711040,mujibshami1,Thu Jan 31 17:58:25 +0000 2019,ur,"سانحہ ساہیوال کے گرفتار اہلکاروں نے بیان دیا ہے کہ گاڑی کے ساتھ ایک موٹرسائیکل پر دو افراد سوار تھے جو 'ملزمان' کے ساتھی تھے۔ ان موٹرسائیکل سواروں نے فائرنگ کی جس سے گاڑی کے اندر موجود ان کے ساتھی مرے۔
ان اہلکاروں سے مؤدبانہ گزارش ہے کہ کہانی ایسی گھڑیں جس پر لوگوں کو ہنسی نہ آئے"
